row, success, cause
https://img.pokemondb.net/sprites/scarlet-violet/icon/moltres-galarian.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/dratini.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/dragonair.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/dragonite.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/mewtwo.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/mewtwo-mega-x.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/mewtwo-mega-y.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/mew.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/chikorita.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/bayleef.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/meganium.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/cyndaquil.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/quilava.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/typhlosion.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/typhlosion-hisuian.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/totodile.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/croconaw.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/feraligatr.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/sentret.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/furret.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/hoothoot.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/noctowl.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/ledyba.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/ledian.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/spinarak.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/ariados.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/crobat.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/chinchou.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/lanturn.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/pichu.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/cleffa.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/igglybuff.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/togepi.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/togetic.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/natu.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/xatu.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/mareep.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/flaaffy.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/ampharos.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/ampharos-mega.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/bellossom.png, True, None
https://img.pokemondb.net/sprites/scarlet-violet/icon/marill.png, True, None
